episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
185,11.3,14,3.38,0.971345,2.106677,7.400556,,0.671768,0.597768
186,8.89,13,3.4,0.971289,1.47208,14.229727,,0.388751,0.463735
187,6.77,14,3.43,0.971227,0.714068,4.708806,,3.296243,0.250951
188,8.45,12,3.45,0.971187,2.176522,6.54524,,2.238904,0.443132
189,7.15,14,3.46,0.971146,0.985747,4.184854,,2.939011,0.279986
190,8.32,12,3.48,0.971126,1.990211,7.380753,,2.752769,0.415704
191,7.07,14,3.5,0.971066,0.235346,7.934728,,2.735477,0.258859
192,7.17,12,3.52,0.970992,0.816833,1.553355,,2.816086,0.320818
193,7.16,12,3.54,0.970891,0.438406,10.807369,,2.404558,0.322765
194,8.17,12,3.56,0.970812,1.909619,2.977744,,2.519032,0.396334
195,8.1,12,3.57,0.970711,0.893976,2.574437,,3.067734,0.386901
196,5.41,12,3.59,0.970617,0.581958,2.469687,,3.171464,0.16071
197,8.13,12,3.6,0.970541,1.8363,2.731567,,2.650177,0.380819
198,8.33,12,3.62,0.970488,2.080667,1.494668,,3.014622,0.398091
199,7.33,12,3.64,0.970445,1.423685,7.591101,,2.797421,0.305457
200,7.62,13,3.66,0.97039,0.804808,1.320319,,3.269011,0.294037
201,8.42,12,3.79,0.970347,1.83438,1.928939,,2.614698,0.39698
202,5.97,12,3.81,0.97031,0.84865,2.917021,,3.2757,0.185073
203,8.26,12,3.83,0.970271,1.417115,1.7652,,3.452129,0.362122
204,7.2,13,3.86,0.970224,0.732132,1.421599,,3.870121,0.242171
205,5.49,13,3.86,0.970177,0.298256,6.753942,,4.094683,0.102124
206,8.23,12,3.88,0.970155,1.820034,1.686482,,3.080768,0.338124
207,8.08,12,3.89,0.97012,0.997696,2.415101,,3.527158,0.31663
208,8.37,12,3.91,0.970074,1.069576,1.51923,,3.631787,0.338315
209,6.45,12,3.93,0.970015,0.339553,2.386717,,3.968622,0.160492
210,8.31,12,3.94,0.969978,1.726488,2.259005,,3.479619,0.323163
211,8.75,12,3.96,0.96997,2.049226,2.02202,,2.965564,0.353119
212,5.93,14,3.98,0.969981,0.729975,3.580506,,4.203929,0.076422
213,4.73,12,4.0,0.970006,0.386703,1.644864,,3.985177,-0.016786
214,8.01,15,4.02,0.970026,0.72595,10.23454,,3.950396,0.197867
215,8.4,12,4.04,0.970061,1.538514,4.125021,,4.078252,0.293535
216,8.42,12,4.06,0.970066,0.511559,1.371973,,3.766684,0.276845
217,4.37,12,4.1,0.970095,0.214645,1.877418,,4.229249,-0.077961
218,6.57,13,4.15,0.970078,-0.670401,5.849683,,3.769511,0.100369
219,8.29,12,4.17,0.970058,0.955474,1.022966,,3.48857,0.252749
220,8.06,14,4.2,0.970022,0.292554,8.23018,,4.142046,0.185374
221,8.28,12,4.23,0.969974,0.618721,1.318374,,3.657788,0.240353
222,8.64,12,4.26,0.969928,0.991335,2.015591,,3.14486,0.265045
223,6.27,14,4.29,0.969919,0.909156,7.310509,,4.075685,0.036155
224,8.14,12,4.32,0.969896,0.48045,1.55414,,4.121278,0.203831
225,6.26,15,4.34,0.969802,-1.382024,5.066707,,3.907766,0.022846
226,5.45,14,4.36,0.969717,-0.214113,4.303944,,4.366771,-0.040121
227,5.71,11,4.37,0.96963,-0.400498,1.194264,,4.606773,-0.017574
228,5.7,11,4.39,0.96952,-0.890007,2.630567,,4.537958,-0.023035
229,3.25,11,4.42,0.969454,-0.297287,2.973141,,4.839571,-0.257068
230,8.22,12,4.46,0.969393,0.695069,1.211896,,4.043,0.174108
231,10.62,14,4.5,0.969354,1.744482,7.762475,,3.713205,0.306389
232,8.38,12,4.53,0.969318,0.736171,0.627691,,3.663514,0.183598
233,8.32,12,4.55,0.969286,0.727661,1.483761,,3.944975,0.169115
234,10.14,15,4.58,0.969231,0.382358,4.856822,,3.219868,0.243507
235,6.97,12,4.61,0.969192,0.513483,11.378128,,3.942532,0.035937
236,8.06,12,4.63,0.969149,0.291245,1.588521,,3.634314,0.121095
237,7.54,13,4.66,0.96913,0.762222,1.348132,,4.070449,0.071552
238,7.45,12,4.69,0.969124,0.53265,3.7248,,3.561093,0.065591
239,5.04,13,4.71,0.969081,-1.375002,3.711778,,4.301688,-0.142839
240,6.11,14,4.78,0.969002,-1.283219,12.385749,,4.052496,-0.055728
241,8.24,12,4.81,0.968949,0.834887,1.208858,,3.995414,0.098854
242,4.43,13,4.84,0.968874,-1.528433,3.98897,,4.017692,-0.209266
243,6.84,15,4.86,0.96881,-0.040692,6.076619,,3.007412,-0.024185
244,8.41,12,4.88,0.968711,-0.582329,2.721543,,4.130816,0.099497
245,8.33,12,4.89,0.968629,0.608877,1.175232,,4.082837,0.08941
246,28.98,39,4.94,0.968514,1.305124,18.10973,,2.638713,0.540205
247,6.46,14,4.96,0.968389,-0.75977,2.641268,,3.971668,-0.071871
248,8.49,12,4.99,0.968272,0.299919,1.596366,,4.378039,0.088252
249,4.93,13,5.02,0.968177,-0.58606,2.882894,,4.229331,-0.201417
250,5.98,14,5.04,0.968082,-0.81503,4.496957,,4.272953,-0.119527
251,5.73,13,5.07,0.967988,-0.736058,1.307999,,4.091383,-0.136527
252,4.73,13,5.09,0.967903,-0.950418,1.547175,,4.523516,-0.231908
253,8.43,12,5.1,0.967825,0.31104,0.777671,,4.200971,0.079443
254,4.33,12,5.12,0.96774,-1.53013,2.536761,,4.038289,-0.277971
255,7.63,14,5.15,0.967584,-2.111566,7.430772,,4.193479,-0.007886
256,6.44,13,5.18,0.967457,-0.114373,6.831573,,3.549906,-0.097197
257,5.84,13,5.19,0.967368,0.068864,5.329979,,4.190446,-0.15137
258,6.64,14,5.21,0.967268,-0.880134,4.65966,,4.039618,-0.079064
259,5.32,14,5.24,0.967183,-0.669179,1.334116,,3.824204,-0.175243
260,12.34,15,5.26,0.967098,1.106298,2.86781,,3.174212,0.314634
261,5.58,14,5.29,0.967009,-0.869493,1.874398,,4.021739,-0.158657
262,6.11,13,5.31,0.966958,0.169616,3.001323,,4.353328,-0.119549
263,8.51,12,5.34,0.966896,-0.0178,0.640922,,4.112631,0.076561
264,4.07,12,5.35,0.96685,-1.030258,1.846458,,3.912019,-0.294668
265,5.74,13,5.36,0.96683,-0.066445,1.008573,,4.068525,-0.140298
266,6.34,14,5.39,0.966802,-0.69219,2.593845,,4.217786,-0.092337
267,4.72,13,5.39,0.966767,-1.164109,1.460309,,3.818617,-0.2241
268,9.96,13,5.41,0.966741,0.891141,1.46435,,3.937253,0.186512
269,5.32,14,5.44,0.966711,-0.792925,0.843684,,3.86678,-0.156732
270,4.96,13,5.46,0.966682,-0.874821,1.839586,,3.775948,-0.195532
271,5.81,13,5.48,0.966662,-0.388456,7.788028,,4.569527,-0.12834
272,6.01,14,5.49,0.966618,-0.925063,1.177017,,3.693208,-0.10368
273,10.43,14,5.52,0.966577,0.943185,2.181176,,2.978467,0.229305
274,4.87,13,5.54,0.966525,-1.113025,1.208759,,3.896112,-0.190147
275,5.18,14,5.55,0.966479,-0.653324,1.298017,,3.746064,-0.153937
276,9.85,13,5.59,0.966436,0.836682,2.781487,,3.923587,0.203678
277,4.67,13,5.63,0.966411,-0.493353,1.268127,,3.573419,-0.189021
278,5.34,14,5.65,0.966391,-0.43895,0.984065,,3.627181,-0.13605
279,6.32,16,5.68,0.966365,-0.424783,7.434616,,2.972104,-0.053635
