episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
246,5.23,13,5.56,0.974259,0.036204,,2.167499,,
247,5.4,13,5.58,0.974139,-0.19021,,2.133678,,
248,6.0,14,5.59,0.974025,-0.042318,,2.096269,,
249,5.6,13,5.61,0.973966,0.621802,,2.342184,,
250,7.15,14,5.63,0.973849,-0.931217,,2.976199,,
251,6.41,14,5.65,0.973759,0.237936,,2.745899,,
252,5.35,12,5.66,0.973686,0.145,,2.223767,,
253,6.26,13,5.68,0.973656,0.526439,,2.712188,,
254,5.62,13,5.69,0.973653,0.3703,,2.355706,,
255,6.63,15,5.7,0.973564,-1.31963,,2.721171,,
256,5.22,13,5.72,0.973518,0.559602,,2.116907,,
257,6.28,13,5.73,0.973444,-0.502745,,3.040324,,
258,6.94,15,5.75,0.973403,0.414115,,3.086057,,
259,6.24,14,5.77,0.973457,1.645354,,2.632265,,
260,6.03,15,5.8,0.973531,0.390322,,2.01977,,
261,5.85,13,5.83,0.973609,0.208431,,2.469663,,
262,8.46,15,5.85,0.973705,0.403648,,3.807953,,
263,6.03,13,5.86,0.973783,-0.187072,,2.493913,,
264,4.01,11,5.88,0.973853,0.012324,,1.670155,,
265,6.58,14,5.89,0.973931,0.240764,,2.928503,,
266,4.42,12,5.91,0.974043,0.677905,,1.872324,,
267,6.47,14,5.93,0.974137,-0.139217,,2.711848,,
268,5.69,13,5.95,0.97421,-0.211194,,2.279524,,
269,5.89,14,5.96,0.974261,-0.201873,,2.283678,,
270,3.73,11,5.98,0.974324,0.229009,,1.33965,,
271,6.33,13,6.0,0.974371,-0.12263,,2.534458,,
272,7.88,16,6.03,0.974403,-0.169938,,3.309669,,
273,6.95,14,6.05,0.974435,0.080491,,3.179025,,
274,7.15,14,6.07,0.974413,-0.764257,,3.69254,,
275,5.53,13,6.1,0.974353,-0.620792,,2.106909,,
276,5.48,12,6.12,0.974261,-0.590998,,2.286354,,
277,6.62,14,6.14,0.974192,0.207831,,2.922355,,
278,6.75,14,6.15,0.974108,-0.384254,,3.035875,,
279,5.98,13,6.17,0.974083,0.779487,,2.678234,,
280,6.04,13,6.19,0.974074,0.18983,,2.608213,,
281,7.79,15,6.22,0.974099,0.584152,,3.401212,,
282,3.8,8,6.24,0.974161,0.581349,,1.788166,,
283,6.43,13,6.26,0.974189,-0.47776,,3.096711,,
